"element","image"
"33_30_14","16_45_16_1"
"41_26_14","20_45_16_1"
"93_0_14","46_45_16_1"
"9_42_15","4_45_17_1"
"29_32_15","14_45_17_1"
"93_0_15","46_45_17_1"
"9_42_16","4_45_18"
"17_38_16","8_45_18_1"
"27_33_16","13_45_18"
"93_0_16","46_45_18"
"5_44_17","2_45_19"
"17_38_17","8_45_19_1"
"23_35_17","11_45_19"
"27_33_17","13_45_19"
"93_0_17","46_45_19"
"9_42_18","4_45_20"
"17_38_18","8_45_20"
"25_34_18","12_45_20"
"93_0_18","46_45_20"
"9_42_19","4_45_21"
"93_0_19","46_45_21"
"9_42_20","4_45_22"
"93_0_20","46_45_22"
"5_44_21","2_45_23"
"11_41_21","5_45_23"
"93_0_21","46_45_23"
"5_44_22","2_45_24"
"9_42_22","4_45_24"
"93_0_22","46_45_24"
"93_0_23","46_45_25"
"93_0_24","46_45_26"
"93_0_25","46_45_27"
"93_0_26","46_45_28"
"93_0_27","46_45_29"
"93_0_28","46_45_30"
"93_0_29","46_45_31"
"93_0_30","46_45_32"
"93_0_31","46_45_33"
"93_0_32","46_45_34"
"93_0_33","46_45_35"
"93_0_34","46_45_36"
"93_0_35","46_45_37"
"93_0_36","46_45_38"
"93_0_37","46_45_39"
"93_0_38","46_45_40"
"93_0_39","46_45_41"
"93_0_40","46_45_42"
"93_0_41","46_45_43"
"93_0_42","46_45_44"
"93_0_43","46_45_45"
"93_0_44","46_45_46"
"93_0_45","46_45_47"
"93_0_46","46_45_48"
"33_31_1","16_46_3"
"65_15_1","32_46_3_1"
"81_7_1","40_46_3_1"
"89_3_1","44_46_3_1"
"93_1_1","46_46_3"
"33_31_2","16_46_4_0"
"35_30_2","17_46_4"
"65_15_2","32_46_4_2"
"67_14_2","33_46_4_0"
"81_7_2","40_46_4_2"
"83_6_2","41_46_4_1"
"89_3_2","44_46_4_1"
"91_2_2","45_46_4"
"13_41_3","6_46_5"
"33_31_3_0","16_46_5_0"
"33_31_3_1","16_46_5_2"
"53_21_3","26_46_5_1"
"57_19_3","28_46_5"
"65_15_3","32_46_5_1"
"81_7_3","40_46_5_1"
"89_3_3","44_46_5"
"13_41_4","6_46_6"
"19_38_4","9_46_6"
"29_33_4","14_46_6_1"
"33_31_4","16_46_6_1"
"49_23_4","24_46_6_3"
"51_22_4","25_46_6_1"
"55_20_4","27_46_6_2"
"61_17_4","30_46_6_2"
"65_15_4","32_46_6_2"
"67_14_4","33_46_6_2"
"81_7_4","40_46_6_1"
"13_41_5_0","0"
"13_41_5_1","6_46_7"
"17_39_5","8_46_7"
"21_37_5","10_46_7_1"
"33_31_5_0","16_46_7_1"
"33_31_5_1","16_46_7_3"
"49_23_5","24_46_7_3"
"53_21_5","26_46_7_2"
"61_17_5","30_46_7_2"
"65_15_5_0","32_46_7_2"
"65_15_5_1","32_46_7_2 + 32_46_7_3"
"73_11_5","36_46_7_2"
"77_9_5","38_46_7_1"
"9_43_6","4_46_8_0"
"11_42_6","5_46_8"
"17_39_6","8_46_8_0"
"19_38_6_0","0"
"19_38_6_1","9_46_8"
"19_38_6_2","0"
"21_37_6","10_46_8_0"
"33_31_6","16_46_8_3"
"35_30_6","17_46_8_2"
"49_23_6","24_46_8_2"
"61_17_6","30_46_8_2"
"65_15_6","32_46_8_2"
"73_11_6","36_46_8_2"
"75_10_6","37_46_8_1"
"9_43_7_0","0"
"9_43_7_1","4_46_9_1"
"9_43_7_2","4_46_9_0"
"11_42_7_0","5_46_9"
"11_42_7_1","5_46_9"
"13_41_7","6_46_9"
"21_37_7_0","0"
"21_37_7_1","10_46_9_0"
"25_35_7","12_46_9_1"
"33_31_7","16_46_9_1"
"37_29_7","18_46_9_2"
"43_26_7","21_46_9_1"
"49_23_7","24_46_9_1"
"65_15_7","32_46_9_1"
"73_11_7","36_46_9"
"5_45_8","2_46_10"
"9_43_8","4_46_10_0"
"11_42_8_0","5_46_10"
"11_42_8_1","0"
"13_41_8","6_46_10"
"21_37_8_0","10_46_10_0"
"21_37_8_1","10_46_10_0 + 10_46_10_2"
"21_37_8_2","10_46_10_2 + 10_46_10_3"
"25_35_8","12_46_10_1"
"33_31_8_0","16_46_10_2"
"33_31_8_1","16_46_10_2 + 16_46_10_3"
"37_29_8","18_46_10_2"
"39_28_8","19_46_10_1"
"45_25_8","22_46_10_1"
"49_23_8","24_46_10_1"
"51_22_8","25_46_10_1"
"65_15_8","32_46_10"
"5_45_9","2_46_11"
"13_41_9","6_46_11_1"
"17_39_9","8_46_11_2"
"21_37_9_0","10_46_11_2"
"21_37_9_1","10_46_11_2 + 10_46_11_3"
"33_31_9_0","16_46_11_3"
"33_31_9_1","16_46_11_4"
"37_29_9","18_46_11_2"
"45_25_9","22_46_11_2"
"49_23_9_0","24_46_11_2"
"49_23_9_1","24_46_11_2 + 24_46_11_3"
"57_19_9","28_46_11_2"
"61_17_9","30_46_11_1"
"5_45_10","2_46_12"
"13_41_10_0","6_46_12_1"
"13_41_10_1","6_46_12_2"
"21_37_10_0","0"
"21_37_10_1","10_46_12_1"
"33_31_10_0","16_46_12_1"
"33_31_10_1","16_46_12_1 + 16_46_12_2"
"45_25_10","22_46_12_1"
"49_23_10","24_46_12_1"
"57_19_10","28_46_12_1"
"59_18_10","29_46_12"
"9_43_11","4_46_13_1"
"13_41_11_0","0"
"13_41_11_1","6_46_13_1"
"17_39_11","8_46_13_1"
"21_37_11_0","10_46_13_3"
"21_37_11_1","10_46_13_2"
"27_34_11","13_46_13_1"
"33_31_11","16_46_13_1"
"49_23_11","24_46_13_1"
"57_19_11","28_46_13"
"9_43_12","4_46_14"
"13_41_12","6_46_14"
"17_39_12_0","8_46_14_1"
"17_39_12_1","8_46_14_2"
"21_37_12","10_46_14_1"
"23_36_12","11_46_14"
"29_33_12","14_46_14_1"
"33_31_12","16_46_14_1"
"35_30_12","17_46_14_1"
"5_45_13","2_46_15"
"9_43_13_0","0"
"9_43_13_1","4_46_15"
"17_39_13","8_46_15_1"
"21_37_13","10_46_15"
"29_33_13","14_46_15_1"
"33_31_13_0","16_46_15_1"
"33_31_13_1","16_46_15_2"
"41_27_13","20_46_15_1"
"9_43_14","4_46_16_1"
"17_39_14","8_46_16_0"
"29_33_14","14_46_16_1"
"33_31_14","16_46_16_1"
"41_27_14","20_46_16_1"
"9_43_15","4_46_17"
"17_39_15","8_46_17_1"
"33_31_15","16_46_17_1"
"5_45_16","2_46_18"
"13_41_16","6_46_18_1"
"17_39_16","8_46_18_1"
"19_38_16","9_46_18_1"
"13_41_17","6_46_19_1"
"17_39_17_0","8_46_19_1"
"17_39_17_1","8_46_19_2"
"25_35_17","12_46_19_1"
"13_41_18","6_46_20"
"17_39_18","8_46_20_1"
"25_35_18","12_46_20_1"
"17_39_19","8_46_21_1"
"9_43_21","4_46_23"
"9_43_22","4_46_24"
"5_45_23","2_46_25"
"35_31_1","17_47_3"
"67_15_1","33_47_3_1"
"83_7_1","41_47_3_1"
"91_3_1","45_47_3"
"97_0_1","48_47_3"
"29_34_2","14_47_4"
"33_32_2_0","16_47_4_0"
"33_32_2_1","16_47_4_0 + 16_47_4_1"
"37_30_2","18_47_4"
"61_18_2","30_47_4"
"65_16_2","32_47_4"
"69_14_2","34_47_4"
"81_8_2","40_47_4_0"
"85_6_2","42_47_4"
"97_0_2","48_47_4"
"29_34_3_0","14_47_5_2"
"29_34_3_1","14_47_5_1 + 14_47_5_2"
"37_30_3","18_47_5_2"
"59_19_3","29_47_5_1"
"61_18_3","30_47_5_1"
"69_14_3","34_47_5_1"
"81_8_3","40_47_5_1"
"97_0_3","48_47_5_1"
"13_42_4","6_47_6"
"17_40_4","8_47_6_1"
"29_34_4_0","0"
"29_34_4_1","14_47_6_2"
"33_32_4","16_47_6_2"
"37_30_4","18_47_6_2"
"51_23_4","25_47_6_2"
"53_22_4","26_47_6_1"
"57_20_4","28_47_6_1"
"61_18_4_0","30_47_6_1"
"61_18_4_1","0"
"69_14_4","34_47_6_1"
"97_0_4","48_47_6_1"
"17_40_5","8_47_7"
"21_38_5","10_47_7_0"
"29_34_5","14_47_7_2"
"35_31_5_0","17_47_7_2"
"35_31_5_1","0"
"37_30_5","18_47_7_2"
"49_24_5","24_47_7_2"
"51_23_5","25_47_7_1"
"57_20_5","28_47_7_1"
"67_15_5_0","33_47_7_1"
"67_15_5_1","33_47_7_1"
"69_14_5","34_47_7_1"
"97_0_5","48_47_7_1"
"9_44_6","4_47_8"
"13_42_6","6_47_8_1"
"21_38_6_0","0"
"21_38_6_1","10_47_8_2"
"21_38_6_2","10_47_8_2 + 10_47_8_3"
"25_36_6","12_47_8_2"
"33_32_6","16_47_8_2"
"37_30_6","18_47_8_3"
"45_26_6","22_47_8_2"
"65_16_6","32_47_8_2"
"69_14_6","34_47_8_2"
"97_0_6","48_47_8_2"
"11_43_7","5_47_9"
"13_42_7","6_47_9"
"21_38_7_0","10_47_9_1 + 10_47_9_2"
"21_38_7_1","10_47_9_1"
"27_35_7","13_47_9"
"33_32_7","16_47_9_1"
"37_30_7","18_47_9_1"
"39_29_7","19_47_9"
"45_26_7","22_47_9"
"65_16_7","32_47_9"
"97_0_7","48_47_9"
"9_44_8_0","0"
"9_44_8_1","4_47_10_0"
"9_44_8_2","4_47_10_0 + 4_47_10_1"
"13_42_8_0","6_47_10_1"
"13_42_8_1","6_47_10_1"
"17_40_8","8_47_10_1"
"21_38_8_0","10_47_10_1"
"21_38_8_1","10_47_10_2"
"29_34_8","14_47_10_2"
"33_32_8","16_47_10_2"
"35_31_8_0","17_47_10_1"
"35_31_8_1","17_47_10_1"
"37_30_8","18_47_10_1"
"41_28_8","20_47_10_1"
"45_26_8","22_47_10_1"
"53_22_8","26_47_10_1"
"97_0_8","48_47_10_1"
"5_46_9","2_47_11"
"9_44_9","4_47_11_0"
"13_42_9","6_47_11"
"17_40_9","8_47_11_0"
"19_39_9","9_47_11"
"21_38_9_0","0"
"21_38_9_1","10_47_11"
"29_34_9","14_47_11_1"
"33_32_9","16_47_11"
"37_30_9","18_47_11"
"41_28_9","20_47_11"
"51_23_9_0","25_47_11"
"51_23_9_1","0"
"53_22_9","26_47_11"
"97_0_9","48_47_11"
"9_44_10","4_47_12"
"17_40_10_0","8_47_12_0"
"17_40_10_1","8_47_12_1"
"21_38_10","10_47_12_1"
"29_34_10","14_47_12"
"37_30_10","18_47_12"
"49_24_10","24_47_12_0"
"53_22_10","26_47_12"
"97_0_10","48_47_12"
"17_40_11_0","8_47_13_3"
"17_40_11_1","8_47_13_2"
"21_38_11","10_47_13_2"
"23_37_11","11_47_13_1"
"29_34_11","14_47_13_1"
"49_24_11","24_47_13_1"
"97_0_11","48_47_13_2"
"5_46_12","2_47_14"
"9_44_12","4_47_14"
"13_42_12","6_47_14_1"
"17_40_12_0","8_47_14_1"
"17_40_12_1","8_47_14_2"
"19_39_12","9_47_14"
"21_38_12","10_47_14"
"25_36_12","12_47_14"
"29_34_12","14_47_14"
"37_30_12","18_47_14"
"97_0_12","48_47_14_1"
"9_44_13","4_47_15_1"
"13_42_13","6_47_15_1"
"17_40_13_0","8_47_15_0"
"17_40_13_1","8_47_15_1"
"25_36_13","12_47_15"
"35_31_13_0","17_47_15"
"35_31_13_1","0"
"37_30_13","18_47_15"
"97_0_13","48_47_15_1"
"9_44_14","4_47_16"
"13_42_14_0","0"
"13_42_14_1","6_47_16_0"
"17_40_14","8_47_16_1"
"33_32_14","16_47_16_1"
"37_30_14","18_47_16_1"
"97_0_14","48_47_16_2"
"5_46_15","2_47_17"
"13_42_15_0","6_47_17_1"
"13_42_15_1","6_47_17_1 + 6_47_17_2"
"33_32_15","16_47_17_1"
"97_0_15","48_47_17_2"
"9_44_16","4_47_18_1"
"13_42_16_0","6_47_18_2"
"13_42_16_1","6_47_18_1 + 6_47_18_2"
"21_38_16","10_47_18_1"
"97_0_16","48_47_18_2"
"9_44_17","4_47_19"
"13_42_17_0","0"
"13_42_17_1","6_47_19"
"19_39_17_0","9_47_19"
"19_39_17_1","0"
"21_38_17","10_47_19"
"97_0_17","48_47_19_1"
"5_46_18","2_47_20"
"17_40_18","8_47_20_0"
"21_38_18","10_47_20"
"97_0_18","48_47_20_1"
"17_40_19","8_47_21_1"
"97_0_19","48_47_21_2"
"97_0_20","48_47_22_1"
"97_0_21","48_47_23_1"
"97_0_22","48_47_24_1"
"97_0_23","48_47_25"
"97_0_24","48_47_26"
"97_0_25","48_47_27"
"97_0_26","48_47_28"
"97_0_27","48_47_29"
"97_0_28","48_47_30"
"97_0_29","48_47_31"
"97_0_30","48_47_32"
"97_0_31","48_47_33"
"97_0_32","48_47_34"
"97_0_33","48_47_35"
"97_0_34","48_47_36"
"97_0_35","48_47_37"
"97_0_36","48_47_38"
"97_0_37","48_47_39"
"97_0_38","48_47_40"
"97_0_39","48_47_41"
"97_0_40","48_47_42"
"97_0_41","48_47_43"
"97_0_42","48_47_44"
"97_0_43","48_47_45"
"97_0_44","48_47_46"
"97_0_45","48_47_47"
"97_0_46","48_47_48"
"37_31_1","18_48_3"
"69_15_1","34_48_3"
"85_7_1","42_48_3"
"93_3_1","46_48_3"
"97_1_1","48_48_3"
"35_32_2","17_48_4_1"
"37_31_2","18_48_4_1"
"67_16_2","33_48_4_3"
"69_15_2","34_48_4_3"
"71_14_2","35_48_4_2"
"83_8_2","41_48_4_2"
"85_7_2","42_48_4_2"
"87_6_2","43_48_4_1"
"93_3_2","46_48_4_1"
"17_41_3","8_48_5"
"29_35_3","14_48_5_1"
"33_33_3_0","16_48_5_1"
"33_33_3_1","16_48_5_1 + 16_48_5_2"
"37_31_3_0","0"
"37_31_3_1","18_48_5_2"
"61_19_3","30_48_5_1"
"65_17_3","32_48_5_1"
"69_15_3","34_48_5_2"
"81_9_3","40_48_5_1"
"83_8_3","41_48_5_1"
"85_7_3","42_48_5_1"
"17_41_4","8_48_6"
"29_35_4","14_48_6_2"
"33_33_4","16_48_6_3"
"35_32_4","17_48_6_2"
"37_31_4","18_48_6_2"
"55_22_4","27_48_6_1"
"59_20_4","29_48_6_1"
"65_17_4","32_48_6_2"
"69_15_4","34_48_6_2"
"71_14_4","35_48_6_1"
"81_9_4","40_48_6_1"
"85_7_4","42_48_6_1"
"25_37_5_0","12_48_7_3"
"25_37_5_1","12_48_7_4"
"33_33_5","16_48_7_2"
"37_31_5_0","18_48_7_2"
"37_31_5_1","18_48_7_3"
"53_23_5","26_48_7_2"
"65_17_5","32_48_7_3"
"69_15_5_0","34_48_7_2"
"69_15_5_1","34_48_7_2 + 34_48_7_3"
"77_11_5","38_48_7_2"
"81_9_5","40_48_7_2"
"19_40_6_0","0"
"19_40_6_1","9_48_8_1"
"25_37_6_0","12_48_8_3"
"25_37_6_1","12_48_8_2 + 12_48_8_3"
"27_36_6_0","13_48_8_2"
"27_36_6_1","0"
"35_32_6","17_48_8_2"
"37_31_6","18_48_8_2"
"39_30_6","19_48_8_1"
"65_17_6","32_48_8_2"
"67_16_6","33_48_8_1"
"69_15_6","34_48_8_1"
"77_11_6","38_48_8_1"
"9_45_7_0","0"
"9_45_7_1","4_48_9_1"
"9_45_7_2","4_48_9_1 + 4_48_9_2"
"13_43_7_0","0"
"13_43_7_1","6_48_9_2"
"17_41_7_0","8_48_9_2 + 8_48_9_3"
"17_41_7_1","8_48_9_3"
"25_37_7_0","0"
"25_37_7_1","12_48_9_2"
"25_37_7_2","12_48_9_2 + 12_48_9_3"
"29_35_7","14_48_9_3"
"33_33_7","16_48_9_2"
"37_31_7","18_48_9_2"
"41_29_7","20_48_9_2"
"53_23_7","26_48_9_3"
"65_17_7","32_48_9_2"
"67_16_7","33_48_9_2"
"69_15_7","34_48_9_2"
"17_41_8","8_48_10_1"
"19_40_8_0","9_48_10"
"19_40_8_1","0"
"25_37_8_0","12_48_10_0"
"25_37_8_1","12_48_10_1"
"29_35_8","14_48_10"
"37_31_8_0","18_48_10_0"
"37_31_8_1","18_48_10_0 + 18_48_10_1"
"41_29_8","20_48_10"
"49_25_8","24_48_10_1"
"53_23_8","26_48_10_1"
"55_22_8","27_48_10"
"65_17_8","32_48_10_0"
"69_15_8","34_48_10"
"9_45_9","4_48_11"
"17_41_9","8_48_11_0"
"21_39_9","10_48_11"
"25_37_9","12_48_11"
"37_31_9_0","18_48_11_0"
"37_31_9_1","18_48_11_1"
"49_25_9","24_48_11_1"
"53_23_9_0","26_48_11_0"
"53_23_9_1","26_48_11_1"
"61_19_9","30_48_11"
"65_17_9","32_48_11"
"17_41_10_0","8_48_12_2 + 8_48_12_3"
"17_41_10_1","8_48_12_3"
"19_40_10_0","9_48_12_1"
"19_40_10_1","0"
"37_31_10_0","0"
"37_31_10_1","18_48_12_1"
"49_25_10","24_48_12_2"
"51_24_10","25_48_12_1"
"53_23_10","26_48_12_1"
"61_19_10","30_48_12_1"
"5_47_11","2_48_13"
"9_45_11","4_48_13_0"
"13_43_11_0","6_48_13_1"
"13_43_11_1","6_48_13_1 + 6_48_13_2"
"17_41_11","8_48_13"
"25_37_11","12_48_13"
"37_31_11","18_48_13_1"
"49_25_11","24_48_13_0"
"51_24_11","25_48_13"
"53_23_11","26_48_13"
"9_45_12_0","4_48_14_1"
"9_45_12_1","4_48_14_1 + 4_48_14_2"
"13_43_12_0","6_48_14_1"
"13_43_12_1","6_48_14_1 + 6_48_14_2"
"21_39_12","10_48_14_1"
"25_37_12","12_48_14_1"
"33_33_12","16_48_14_2"
"37_31_12","18_48_14_2"
"39_30_12","19_48_14_1"
"49_25_12","24_48_14_1"
"53_23_12","26_48_14_1"
"9_45_13","4_48_15"
"13_43_13_0","0"
"13_43_13_1","6_48_15"
"21_39_13","10_48_15_1"
"33_33_13","16_48_15_2"
"37_31_13_0","18_48_15_1"
"37_31_13_1","18_48_15_2"
"45_27_13","22_48_15_1"
"49_25_13","24_48_15_1"
"5_47_14","2_48_16"
"33_33_14","16_48_16_2"
"35_32_14","17_48_16_1"
"37_31_14","18_48_16_1"
"45_27_14","22_48_16_1"
"9_45_15","4_48_17_1"
"13_43_15","6_48_17_1"
"17_41_15","8_48_17_1"
"21_39_15","10_48_17_2"
"33_33_15","16_48_17_1"
"35_32_15","17_48_17_1"
"37_31_15","18_48_17_1"
"9_45_16","4_48_18"
"13_43_16","6_48_18"
"17_41_16","8_48_18_1"
"21_39_16","10_48_18_1"
"23_38_16","11_48_18"
"33_33_16","16_48_18_0"
"37_31_16","18_48_18"
"5_47_17","2_48_19"
"9_45_17_0","0"
"9_45_17_1","4_48_19"
"17_41_17","8_48_19_1"
"21_39_17_0","10_48_19_0"
"21_39_17_1","10_48_19_0 + 10_48_19_1"
"29_35_17","14_48_19"
"33_33_17","16_48_19"
"9_45_18","4_48_20_1"
"17_41_18","8_48_20_1"
"19_40_18","9_48_20"
"21_39_18","10_48_20"
"29_35_18","14_48_20"
"9_45_19","4_48_21"
"19_40_19","9_48_21"
"21_39_19","10_48_21"
"17_41_20","8_48_22_1"
"21_39_20","10_48_22_1"
"13_43_21","6_48_23_1"
"17_41_21","8_48_23_1"
"13_43_22","6_48_24"
"39_31_1","19_49_3"
"71_15_1","35_49_3_1"
"87_7_1","43_49_3"
"99_1_1","49_49_3"
"101_0_1","50_49_3"
"25_38_2","12_49_4"
"33_34_2_0","16_49_4_2"
"33_34_2_1","16_49_4_1"
"37_32_2","18_49_4"
"41_30_2","20_49_4_1"
"65_18_2","32_49_4_2"
"69_16_2","34_49_4_1"
"73_14_2","36_49_4_1"
"85_8_2","42_49_4"
"97_2_2","48_49_4"
"101_0_2","50_49_4"
"25_38_3","12_49_5_2"
"33_34_3_0","16_49_5_4"
"33_34_3_1","16_49_5_3 + 16_49_5_4"
"35_33_3","17_49_5_1"
"41_30_3","20_49_5_2"
"65_18_3","32_49_5_3"
"67_17_3","33_49_5_2"
"73_14_3","36_49_5_2"
"83_9_3","41_49_5_1"
"101_0_3","50_49_5_1"
"21_40_4_0","10_49_6_1"
"21_40_4_1","0"
"25_38_4_0","12_49_6_2"
"25_38_4_1","12_49_6_2 + 12_49_6_3"
"25_38_4_2","12_49_6_2 + 12_49_6_3 + 12_49_6_4"
"33_34_4_0","16_49_6_1"
"33_34_4_1","16_49_6_3"
"37_32_4","18_49_6_1"
"41_30_4","20_49_6_1"
"61_20_4","30_49_6_3"
"65_18_4_0","32_49_6_3"
"65_18_4_1","32_49_6_1"
"67_17_4","33_49_6_1"
"73_14_4","36_49_6_1"
"101_0_4","50_49_6_1"
"13_44_5","6_49_7"
"21_40_5_0","10_49_7_1"
"21_40_5_1","0"
"25_38_5_0","12_49_7_0"
"25_38_5_1","12_49_7_0 + 12_49_7_1"
"27_37_5_0","13_49_7_0"
"27_37_5_1","0"
"29_36_5","14_49_7_1"
"39_31_5_0","19_49_7_1"
"39_31_5_1","0"
"41_30_5","20_49_7"
"55_23_5","27_49_7_0"
"61_20_5","30_49_7_1"
"65_18_5","32_49_7"
"73_14_5","36_49_7"
"83_9_5","41_49_7"
"101_0_5","50_49_7"
"9_46_6","4_49_8"
"13_44_6","6_49_8"
"17_42_6","8_49_8_1"
"21_40_6_0","0"
"21_40_6_1","10_49_8"
"21_40_6_2","0"
"25_38_6_0","0"
"25_38_6_1","12_49_8_1 + 12_49_8_2"
"25_38_6_2","12_49_8_1 + 12_49_8_2 + 12_49_8_3"
"25_38_6_3","12_49_8_1 + 12_49_8_3"
"29_36_6_0","0"
"29_36_6_1","14_49_8_2"
"33_34_6","16_49_8_1"
"37_32_6","18_49_8_0"
"41_30_6","20_49_8_1"
"49_26_6","24_49_8_0"
"61_20_6","30_49_8"
"81_10_6","40_49_8"
"101_0_6","50_49_8"
"9_46_7","4_49_9"
"17_42_7","8_49_9_2"
"19_41_7_0","9_49_9_1"
"19_41_7_1","0"
"19_41_7_2","0"
"21_40_7","10_49_9_1"
"25_38_7_0","12_49_9_2"
"25_38_7_1","12_49_9_1"
"35_33_7","17_49_9_0"
"37_32_7","18_49_9_1"
"41_30_7","20_49_9_1"
"43_29_7","21_49_9"
"49_26_7","24_49_9_1"
"55_23_7","27_49_9"
"101_0_7","50_49_9"
"5_48_8","2_49_10"
"13_44_8","6_49_10_1"
"17_42_8","8_49_10_0"
"21_40_8_0","10_49_10_0"
"21_40_8_1","10_49_10_0 + 10_49_10_1"
"25_38_8_0","12_49_10_0 + 12_49_10_1"
"25_38_8_1","12_49_10_0"
"33_34_8","16_49_10_1"
"37_32_8","18_49_10_1"
"39_31_8_0","19_49_10"
"39_31_8_1","19_49_10"
"41_30_8","20_49_10"
"45_28_8","22_49_10_1"
"49_26_8","24_49_10_1"
"51_25_8","25_49_10"
"57_22_8","28_49_10"
"101_0_8","50_49_10"
"17_42_9","8_49_11_1"
"21_40_9","10_49_11_1"
"25_38_9_0","0"
"25_38_9_1","12_49_11_1"
"33_34_9","16_49_11_2"
"37_32_9","18_49_11_1"
"41_30_9","20_49_11_2"
"45_28_9","22_49_11_2"
"49_26_9","24_49_11_1"
"57_22_9","28_49_11_1"
"67_17_9","33_49_11_1"
"101_0_9","50_49_11_1"
"5_48_10","2_49_12"
"9_46_10_0","4_49_12_0 + 4_49_12_1"
"9_46_10_1","4_49_12_1"
"13_44_10_0","6_49_12_0"
"13_44_10_1","6_49_12_1"
"33_34_10","16_49_12_0"
"41_30_10","20_49_12_1"
"45_28_10","22_49_12"
"65_18_10","32_49_12"
"101_0_10","50_49_12"
"9_46_11_0","4_49_13_0"
"9_46_11_1","4_49_13_0 + 4_49_13_1"
"13_44_11","6_49_13"
"21_40_11","10_49_13_1"
"27_37_11","13_49_13"
"33_34_11","16_49_13_1"
"41_30_11","20_49_13"
"101_0_11","50_49_13"
"9_46_12","4_49_14_1"
"13_44_12","6_49_14_1"
"17_42_12","8_49_14_2"
"21_40_12","10_49_14_2"
"23_39_12","11_49_14_1"
"29_36_12","14_49_14_2"
"33_34_12","16_49_14_2"
"35_33_12","17_49_14_1"
"41_30_12","20_49_14_1"
"101_0_12","50_49_14_1"
"5_48_13","2_49_15_0"
"9_46_13_0","0"
"9_46_13_1","4_49_15_1"
"17_42_13","8_49_15_2"
"21_40_13","10_49_15_1"
"29_36_13","14_49_15_2"
"33_34_13","16_49_15_1"
"41_30_13","20_49_15_1"
"51_25_13","25_49_15_1"
"101_0_13","50_49_15_1"
"9_46_14","4_49_16_1"
"17_42_14_0","8_49_16_0"
"17_42_14_1","8_49_16_1"
"29_36_14","14_49_16"
"49_26_14","24_49_16"
"101_0_14","50_49_16"
"9_46_15","4_49_17"
"17_42_15_0","8_49_17_1"
"17_42_15_1","8_49_17_2"
"23_39_15","11_49_17"
"101_0_15","50_49_17"
"5_48_16","2_49_18"
"9_46_16","4_49_18"
"13_44_16","6_49_18_1"
"17_42_16_0","8_49_18_1"
"17_42_16_1","8_49_18_2"
"19_41_16","9_49_18"
"25_38_16","12_49_18"
"101_0_16","50_49_18"
"9_46_17","4_49_19_1"
"13_44_17_0","6_49_19_1"
"13_44_17_1","6_49_19_2"
"17_42_17","8_49_19"
"25_38_17","12_49_19"
"35_33_17","17_49_19"
"101_0_17","50_49_19"
"9_46_18_0","4_49_20_0"
"9_46_18_1","4_49_20_0 + 4_49_20_1"
"13_44_18_0","0"
"13_44_18_1","6_49_20"
"33_34_18","16_49_20_1"
"101_0_18","50_49_20_1"
"5_48_19","2_49_21"
"101_0_19","50_49_21_1"
"9_46_20","4_49_22_1"
"101_0_20","50_49_22_1"
"9_46_21","4_49_23_1"
"19_41_21","9_49_23_1"
"101_0_21","50_49_23_1"
"17_42_22","8_49_24_1"
"101_0_22","50_49_24_1"
"101_0_23","50_49_25_1"
"101_0_24","50_49_26"
"101_0_25","50_49_27"
"101_0_26","50_49_28"
"101_0_27","50_49_29"
"101_0_28","50_49_30"
"101_0_29","50_49_31"
"101_0_30","50_49_32"
"101_0_31","50_49_33"
"101_0_32","50_49_34"
"101_0_33","50_49_35"
"101_0_34","50_49_36"
"101_0_35","50_49_37"
"101_0_36","50_49_38"
"101_0_37","50_49_39"
"101_0_38","50_49_40"
"101_0_39","50_49_41"
"101_0_40","50_49_42"
"101_0_41","50_49_43"
"101_0_42","50_49_44"
"101_0_43","50_49_45"
"101_0_44","50_49_46"
"101_0_45","50_49_47"
"101_0_46","50_49_48"
"41_31_1","20_50_3"
"73_15_1","36_50_3"
"89_7_1","44_50_3"
"97_3_1","48_50_3_1"
"101_1_1","50_50_3"
"27_38_2","13_50_4_1"
"35_34_2_0","17_50_4_1"
"35_34_2_1","17_50_4_2"
"41_31_2","20_50_4_1"
"43_30_2","21_50_4_1"
"67_18_2","33_50_4_1"
"73_15_2","36_50_4_2"
"75_14_2","37_50_4_1"
"89_7_2","44_50_4_2"
"97_3_2","48_50_4_2"
"99_2_2","49_50_4_1"
"21_41_3","10_50_5"
"25_39_3_0","12_50_5_0"
"25_39_3_1","12_50_5_1"
"29_37_3","14_50_5"
"33_35_3","16_50_5"
"41_31_3_0","20_50_5_0"
"41_31_3_1","20_50_5_1"
"61_21_3","30_50_5_0"
"65_19_3","32_50_5"
"73_15_3","36_50_5"
"89_7_3","44_50_5_1"
"97_3_3","48_50_5"
"21_41_4_0","10_50_6_1"
"21_41_4_1","10_50_6_1 + 10_50_6_2"
"25_39_4","12_50_6_1"
"27_38_4_0","13_50_6_1"
"27_38_4_1","13_50_6_1"
"27_38_4_2","13_50_6_1 + 13_50_6_2"
"29_37_4","14_50_6_1"
"37_33_4","18_50_6_2"
"39_32_4","19_50_6_1"
"41_31_4","20_50_6_1"
"57_23_4","28_50_6_1"
"67_18_4_0","33_50_6_1"
"67_18_4_1","0"
"69_17_4","34_50_6_1"
"73_15_4","36_50_6_1"
"75_14_4","37_50_6_1"
"89_7_4","44_50_6_1"
"9_47_5","4_50_7"
"21_41_5_0","0"
