"element","image"
"25_67_10","24_67_11_0"
"26_67_10_0","25_67_11_0"
"26_67_10_1","25_67_11_2"
"27_67_10_0","26_67_11_0"
"27_67_10_1","26_67_11_2"
"28_67_10_0","27_67_11_0"
"28_67_10_1","0"
"29_67_10","28_67_11_0"
"30_67_10_0","29_67_11_0"
"30_67_10_1","0"
"31_67_10","30_67_11_0"
"32_67_10","31_67_11_0"
"33_67_10","32_67_11_0"
"34_67_10_0","33_67_11_0"
"34_67_10_1","0"
"35_67_10","34_67_11_0"
"36_67_10_0","35_67_11_0"
"36_67_10_1","0"
"37_67_10","36_67_11_0"
"38_67_10_0","37_67_11_0"
"38_67_10_1","0"
"39_67_10_0","38_67_11_0"
"39_67_10_1","38_67_11_2"
"40_67_10_0","39_67_11_0"
"40_67_10_1","39_67_11_2"
"40_67_10_2","0"
"41_67_10_0","40_67_11_0"
"41_67_10_1","40_67_11_2"
"42_67_10_0","41_67_11_0"
"42_67_10_1","41_67_11_2"
"42_67_10_2","0"
"43_67_10_0","42_67_11_0"
"43_67_10_1","42_67_11_2"
"44_67_10","43_67_11_0"
"45_67_10","44_67_11_0"
"46_67_10_0","45_67_11_0"
"46_67_10_1","45_67_11_2"
"47_67_10","46_67_11_0"
"48_67_10","47_67_11_0"
"49_67_10","48_67_11_0"
"50_67_10","49_67_11_0"
"51_67_10","50_67_11_0"
"52_67_10","51_67_11_0"
"53_67_10","52_67_11_0"
"54_67_10","53_67_11_0"
"55_67_10","54_67_11_0"
"56_67_10","55_67_11_0"
"57_67_10","56_67_11_0"
"58_67_10","57_67_11_0"
"59_67_10","58_67_11_0"
"60_67_10","59_67_11_0"
"61_67_10","60_67_11_0"
"62_67_10","61_67_11_0"
"63_67_10","62_67_11_0"
"64_67_10","63_67_11_0"
"65_67_10","64_67_11_0"
"66_67_10","65_67_11_0"
"67_67_10","66_67_11_0"
"68_67_10_0","67_67_11_0"
"68_67_10_1","0"
"69_67_10","68_67_11_0"
"70_67_10","69_67_11_0"
"71_67_10","70_67_11_0"
"72_67_10","71_67_11_0"
"73_67_10","72_67_11_0"
"74_67_10","73_67_11_0"
"75_67_10","74_67_11_0"
"76_67_10","75_67_11_0"
"77_67_10","76_67_11_0"
"78_67_10","77_67_11_0"
"79_67_10","78_67_11_0"
"80_67_10","79_67_11_0"
"81_67_10","80_67_11_0"
"82_67_10","81_67_11_0"
"83_67_10","82_67_11_0"
"84_67_10","83_67_11_0"
"85_67_10","84_67_11_0"
"86_67_10","85_67_11_0"
"87_67_10","86_67_11_0"
"88_67_10","87_67_11_0"
"89_67_10","88_67_11_0"
"90_67_10","89_67_11_0"
"91_67_10","90_67_11_0"
"92_67_10","91_67_11_0"
"93_67_10","92_67_11_0"
"94_67_10","93_67_11_0"
"95_67_10","94_67_11_0"
"96_67_10","95_67_11_0"
"97_67_10","96_67_11_0"
"98_67_10","97_67_11_0"
"99_67_10","98_67_11_0"
"6_67_11_0","0"
"6_67_11_1","5_67_12"
"7_67_11_0","0"
"7_67_11_1","6_67_12_0"
"7_67_11_2","6_67_12_1"
"7_67_11_3","0"
"8_67_11_0","0"
"8_67_11_1","7_67_12_0"
"8_67_11_2","0"
"8_67_11_3","0"
"8_67_11_4","0"
"9_67_11_0","8_67_12_0"
"9_67_11_1","0"
"10_67_11_0","9_67_12_0"
"10_67_11_1","0"
"11_67_11_0","10_67_12_0"
"11_67_11_1","0"
"11_67_11_2","0"
"12_67_11_0","11_67_12_0"
"12_67_11_1","0"
"12_67_11_2","0"
"12_67_11_3","11_67_12_1"
"13_67_11_0","12_67_12_0"
"13_67_11_1","0"
"13_67_11_2","12_67_12_1"
"14_67_11_0","13_67_12"
"14_67_11_1","0"
"14_67_11_2","0"
"14_67_11_3","0"
"14_67_11_4","0"
"14_67_11_5","0"
"15_67_11_0","14_67_12_0"
"15_67_11_1","0"
"15_67_11_2","0"
"15_67_11_3","0"
"16_67_11_0","15_67_12"
"16_67_11_1","0"
"16_67_11_2","0"
"16_67_11_3","0"
"17_67_11_0","16_67_12_0"
"17_67_11_1","0"
"17_67_11_2","0"
"17_67_11_3","0"
"18_67_11_0","17_67_12_0"
"18_67_11_1","0"
"18_67_11_2","0"
"18_67_11_3","0"
"19_67_11_0","18_67_12_0"
"19_67_11_1","0"
"19_67_11_2","0"
"20_67_11_0","19_67_12"
"20_67_11_1","0"
"20_67_11_2","0"
"21_67_11_0","20_67_12"
"21_67_11_1","0"
"22_67_11_0","21_67_12"
"22_67_11_1","0"
"23_67_11_0","22_67_12_0"
"23_67_11_1","0"
"24_67_11_0","23_67_12_0"
"24_67_11_1","0"
"24_67_11_2","23_67_12_1"
"25_67_11_0","24_67_12_0"
"25_67_11_1","0"
"25_67_11_2","24_67_12_1"
"26_67_11_0","25_67_12"
"26_67_11_1","0"
"26_67_11_2","0"
"27_67_11_0","26_67_12"
"27_67_11_1","0"
"28_67_11_0","27_67_12_0"
"28_67_11_1","0"
"28_67_11_2","27_67_12_1"
"29_67_11_0","28_67_12_0"
"29_67_11_1","0"
"29_67_11_2","28_67_12_1"
"30_67_11_0","29_67_12"
"30_67_11_1","0"
"31_67_11_0","30_67_12"
"31_67_11_1","0"
"32_67_11_0","31_67_12"
"32_67_11_1","0"
"33_67_11_0","32_67_12"
"33_67_11_1","0"
"34_67_11_0","33_67_12"
"34_67_11_1","0"
"34_67_11_2","0"
"35_67_11_0","34_67_12_0"
"35_67_11_1","0"
"36_67_11_0","35_67_12_0"
"36_67_11_1","0"
"37_67_11_0","36_67_12_0"
"37_67_11_1","0"
"37_67_11_2","36_67_12_1"
"38_67_11_0","37_67_12_0"
"38_67_11_1","0"
"38_67_11_2","37_67_12_1"
"38_67_11_3","0"
"39_67_11_0","38_67_12_0"
"39_67_11_1","0"
"39_67_11_2","38_67_12_1"
"40_67_11_0","39_67_12_0"
"40_67_11_1","0"
"40_67_11_2","39_67_12_1"
"40_67_11_3","0"
"41_67_11_0","40_67_12_0"
"41_67_11_1","0"
"41_67_11_2","40_67_12_1"
"42_67_11_0","41_67_12"
"42_67_11_1","0"
"42_67_11_2","0"
"43_67_11_0","42_67_12"
"43_67_11_1","0"
"44_67_11_0","43_67_12_0"
"44_67_11_1","0"
"44_67_11_2","43_67_12_1"
"45_67_11_0","44_67_12_0"
"45_67_11_1","0"
"45_67_11_2","44_67_12_1"
"46_67_11_0","45_67_12_0"
"46_67_11_1","0"
"46_67_11_2","0"
"47_67_11_0","46_67_12_0"
"47_67_11_1","0"
"48_67_11_0","47_67_12"
"48_67_11_1","0"
"49_67_11_0","48_67_12"
"49_67_11_1","0"
"50_67_11_0","49_67_12"
"50_67_11_1","0"
"51_67_11_0","50_67_12"
"51_67_11_1","0"
"52_67_11_0","51_67_12"
"52_67_11_1","0"
"53_67_11_0","52_67_12"
"53_67_11_1","0"
"54_67_11_0","53_67_12"
"54_67_11_1","0"
"55_67_11_0","54_67_12"
"55_67_11_1","0"
"56_67_11_0","55_67_12"
"56_67_11_1","0"
"57_67_11_0","56_67_12"
"57_67_11_1","0"
"58_67_11_0","57_67_12"
"58_67_11_1","0"
"59_67_11_0","58_67_12"
"59_67_11_1","0"
"60_67_11_0","59_67_12"
"60_67_11_1","0"
"61_67_11_0","60_67_12"
"61_67_11_1","0"
"62_67_11_0","61_67_12"
"62_67_11_1","0"
"63_67_11_0","62_67_12"
"63_67_11_1","0"
"64_67_11_0","63_67_12"
"64_67_11_1","0"
"65_67_11_0","64_67_12"
"65_67_11_1","0"
"66_67_11_0","65_67_12"
"66_67_11_1","0"
"67_67_11_0","66_67_12"
"67_67_11_1","0"
"68_67_11_0","67_67_12"
"68_67_11_1","0"
"68_67_11_2","0"
"69_67_11_0","68_67_12_0"
"69_67_11_1","0"
"70_67_11_0","69_67_12"
"70_67_11_1","0"
"71_67_11_0","70_67_12"
"71_67_11_1","0"
"72_67_11_0","71_67_12"
"72_67_11_1","0"
"73_67_11_0","72_67_12"
"73_67_11_1","0"
"74_67_11_0","73_67_12"
"74_67_11_1","0"
"75_67_11_0","74_67_12"
"75_67_11_1","0"
"76_67_11_0","75_67_12"
"76_67_11_1","0"
"77_67_11_0","76_67_12"
"77_67_11_1","0"
"78_67_11_0","77_67_12"
"78_67_11_1","0"
"79_67_11_0","78_67_12"
"79_67_11_1","0"
"80_67_11_0","79_67_12"
"80_67_11_1","0"
"81_67_11_0","80_67_12"
"81_67_11_1","0"
"82_67_11_0","81_67_12"
"82_67_11_1","0"
"83_67_11_0","82_67_12"
"83_67_11_1","0"
"84_67_11_0","83_67_12"
"84_67_11_1","0"
"85_67_11_0","84_67_12"
"85_67_11_1","0"
"86_67_11_0","85_67_12"
"86_67_11_1","0"
"87_67_11_0","86_67_12"
"87_67_11_1","0"
"88_67_11_0","87_67_12"
"88_67_11_1","0"
"89_67_11_0","88_67_12"
"89_67_11_1","0"
"90_67_11_0","89_67_12"
"90_67_11_1","0"
"91_67_11_0","90_67_12"
"91_67_11_1","0"
"92_67_11_0","91_67_12"
"92_67_11_1","0"
"93_67_11_0","92_67_12"
"93_67_11_1","0"
"94_67_11_0","93_67_12"
"94_67_11_1","0"
"95_67_11_0","94_67_12"
"95_67_11_1","0"
"96_67_11_0","95_67_12"
"96_67_11_1","0"
"97_67_11_0","96_67_12"
"97_67_11_1","0"
"98_67_11_0","97_67_12"
"98_67_11_1","0"
"99_67_11_0","98_67_12"
"99_67_11_1","0"
"5_67_12","4_67_13_0"
"6_67_12_0","5_67_13_0"
"6_67_12_1","5_67_13_1"
"6_67_12_2","0"
"7_67_12_0","6_67_13_0"
"7_67_12_1","0"
"8_67_12_0","7_67_13"
"8_67_12_1","0"
"8_67_12_2","0"
"8_67_12_3","0"
"8_67_12_4","7_67_13"
"9_67_12_0","8_67_13_0"
"9_67_12_1","0"
"9_67_12_2","8_67_13_0"
"16_67_12_0","0"
"16_67_12_1","15_67_13"
"17_67_12_0","0"
"17_67_12_1","16_67_13"
"22_67_12_0","0"
"22_67_12_1","21_67_13"
"23_67_12_0","0"
"23_67_12_1","22_67_13"
"34_67_12_0","0"
"34_67_12_1","33_67_13"
"35_67_12_0","0"
"35_67_12_1","34_67_13_0"
"36_67_12_0","0"
"36_67_12_1","35_67_13"
"37_67_12_0","0"
"37_67_12_1","36_67_13"
"38_67_12_0","0"
"38_67_12_1","37_67_13"
"38_67_12_2","0"
"39_67_12_0","0"
"39_67_12_1","38_67_13"
"44_67_12_0","0"
"44_67_12_1","0"
"44_67_12_2","43_67_13"
"45_67_12_0","0"
"45_67_12_1","44_67_13"
"8_67_13_0","0"
"8_67_13_1","0"
"8_67_13_2","7_67_14_1"
"9_67_13","8_67_14_1"
"14_67_13_0","0"
"14_67_13_1","0"
"14_67_13_2","13_67_14_2"
"15_67_13","14_67_14_2"
"20_67_13","19_67_14_2"
"21_67_13","20_67_14_2"
"32_67_13","31_67_14_2"
"33_67_13","32_67_14_2"
"34_67_13_0","33_67_14_2"
"34_67_13_1","0"
"35_67_13","34_67_14_2"
"36_67_13","35_67_14_2"
"6_67_14_0","0"
"6_67_14_1","5_67_15_0"
"7_67_14_0","0"
"7_67_14_1","6_67_15_0"
"7_67_14_2","6_67_15_1"
"8_67_14_0","0"
"8_67_14_1","0"
"8_67_14_2","7_67_15"
"8_67_14_3","0"
"9_67_14_0","0"
"9_67_14_1","8_67_15_0"
"10_67_14_0","0"
"10_67_14_1","9_67_15"
"10_67_14_2","0"
"11_67_14_0","0"
"11_67_14_1","10_67_15_0"
"12_67_14_0","0"
"12_67_14_1","11_67_15_0"
"12_67_14_2","0"
"12_67_14_3","11_67_15_1"
"13_67_14_0","0"
"13_67_14_1","12_67_15_0"
"13_67_14_2","12_67_15_1"
"14_67_14_0","0"
"14_67_14_1","13_67_15"
"14_67_14_2","0"
"14_67_14_3","0"
"14_67_14_4","0"
"15_67_14_0","0"
"15_67_14_1","14_67_15_0"
"16_67_14_0","0"
"16_67_14_1","15_67_15"
"17_67_14_0","0"
"17_67_14_1","16_67_15_0"
"18_67_14_0","0"
"18_67_14_1","17_67_15_0"
"18_67_14_2","17_67_15_1"
"19_67_14_0","0"
"19_67_14_1","18_67_15_0"
"19_67_14_2","18_67_15_1"
"20_67_14_0","0"
"20_67_14_1","19_67_15"
"20_67_14_2","0"
"21_67_14_0","0"
"21_67_14_1","20_67_15_0"
"22_67_14_0","0"
"22_67_14_1","21_67_15_0"
"23_67_14_0","0"
"23_67_14_1","22_67_15"
"24_67_14_0","0"
"24_67_14_1","23_67_15"
"25_67_14_0","0"
"25_67_14_1","24_67_15"
"26_67_14_0","0"
"26_67_14_1","25_67_15"
"26_67_14_2","0"
"27_67_14_0","0"
"27_67_14_1","26_67_15_0"
"28_67_14_0","0"
"28_67_14_1","27_67_15"
"28_67_14_2","0"
"29_67_14_0","0"
"29_67_14_1","28_67_15"
"30_67_14_0","0"
"30_67_14_1","29_67_15_0"
"31_67_14_0","0"
"31_67_14_1","30_67_15_0"
"31_67_14_2","30_67_15_1"
"32_67_14_0","0"
"32_67_14_1","31_67_15_0"
"32_67_14_2","31_67_15_1"
"32_67_14_3","0"
"33_67_14_0","0"
"33_67_14_1","32_67_15_0"
"33_67_14_2","32_67_15_1"
"34_67_14_0","0"
"34_67_14_1","33_67_15_0"
"34_67_14_2","33_67_15_1"
"34_67_14_3","0"
"35_67_14_0","0"
"35_67_14_1","34_67_15_0"
"35_67_14_2","34_67_15_1"
"36_67_14_0","0"
"36_67_14_1","35_67_15"
"37_67_14_0","0"
"37_67_14_1","36_67_15_0"
"38_67_14_0","0"
"38_67_14_1","37_67_15_0"
"38_67_14_2","37_67_15_1"
"39_67_14_0","0"
"39_67_14_1","38_67_15_0"
"40_67_14_0","0"
"40_67_14_1","39_67_15"
"41_67_14_0","0"
"41_67_14_1","40_67_15"
"42_67_14_0","0"
"42_67_14_1","41_67_15"
"43_67_14_0","0"
"43_67_14_1","42_67_15"
"44_67_14_0","0"
"44_67_14_1","43_67_15"
"45_67_14_0","0"
"45_67_14_1","44_67_15"
"46_67_14_0","0"
"46_67_14_1","45_67_15"
"47_67_14_0","0"
"47_67_14_1","46_67_15"
"48_67_14_0","0"
"48_67_14_1","47_67_15"
"49_67_14_0","0"
"49_67_14_1","48_67_15"
"50_67_14_0","0"
"50_67_14_1","49_67_15"
"51_67_14_0","0"
"51_67_14_1","50_67_15"
"52_67_14_0","0"
"52_67_14_1","51_67_15"
"53_67_14_0","0"
"53_67_14_1","52_67_15"
"54_67_14_0","0"
"54_67_14_1","53_67_15"
"55_67_14_0","0"
"55_67_14_1","54_67_15"
"56_67_14_0","0"
"56_67_14_1","55_67_15"
"57_67_14_0","0"
"57_67_14_1","56_67_15"
"58_67_14_0","0"
"58_67_14_1","57_67_15"
"59_67_14_0","0"
"59_67_14_1","58_67_15"
"60_67_14_0","0"
"60_67_14_1","59_67_15"
"61_67_14_0","0"
"61_67_14_1","60_67_15"
"62_67_14_0","0"
"62_67_14_1","61_67_15"
"63_67_14_0","0"
"63_67_14_1","62_67_15"
"64_67_14_0","0"
"64_67_14_1","63_67_15"
"65_67_14_0","0"
"65_67_14_1","64_67_15"
"66_67_14_0","0"
"66_67_14_1","65_67_15"
"67_67_14_0","0"
"67_67_14_1","66_67_15"
"68_67_14_0","0"
"68_67_14_1","67_67_15"
"68_67_14_2","0"
"69_67_14_0","0"
"69_67_14_1","68_67_15_0"
"70_67_14_0","0"
"70_67_14_1","69_67_15"
"71_67_14_0","0"
"71_67_14_1","70_67_15"
"72_67_14_0","0"
"72_67_14_1","71_67_15"
"73_67_14_0","0"
"73_67_14_1","72_67_15"
"74_67_14_0","0"
"74_67_14_1","73_67_15"
"75_67_14_0","0"
"75_67_14_1","74_67_15"
"76_67_14_0","0"
"76_67_14_1","75_67_15"
"77_67_14_0","0"
"77_67_14_1","76_67_15"
"78_67_14_0","0"
"78_67_14_1","77_67_15"
"79_67_14_0","0"
"79_67_14_1","78_67_15"
"80_67_14_0","0"
"80_67_14_1","79_67_15"
"81_67_14_0","0"
"81_67_14_1","80_67_15"
"82_67_14_0","0"
"82_67_14_1","81_67_15"
"83_67_14_0","0"
"83_67_14_1","82_67_15"
"84_67_14_0","0"
"84_67_14_1","83_67_15"
"85_67_14_0","0"
"85_67_14_1","84_67_15"
"86_67_14_0","0"
"86_67_14_1","85_67_15"
"87_67_14_0","0"
"87_67_14_1","86_67_15"
"88_67_14_0","0"
"88_67_14_1","87_67_15"
"89_67_14_0","0"
"89_67_14_1","88_67_15"
"90_67_14_0","0"
"90_67_14_1","89_67_15"
"91_67_14_0","0"
"91_67_14_1","90_67_15"
"92_67_14_0","0"
"92_67_14_1","91_67_15"
"93_67_14_0","0"
"93_67_14_1","92_67_15"
"94_67_14_0","0"
"94_67_14_1","93_67_15"
"95_67_14_0","0"
"95_67_14_1","94_67_15"
"96_67_14_0","0"
"96_67_14_1","95_67_15"
"97_67_14_0","0"
"97_67_14_1","96_67_15"
"98_67_14_0","0"
"98_67_14_1","97_67_15"
"99_67_14_0","0"
"99_67_14_1","98_67_15"
"4_67_15_0","0"
"4_67_15_1","3_67_16_0"
"5_67_15_0","4_67_16_0"
"5_67_15_1","4_67_16_1"
"6_67_15_0","0"
"6_67_15_1","5_67_16"
"6_67_15_2","0"
"7_67_15","6_67_16"
"8_67_15_0","7_67_16"
"8_67_15_1","0"
"8_67_15_2","0"
"9_67_15","8_67_16_0"
"10_67_15_0","9_67_16_0"
"10_67_15_1","9_67_16_1"
"11_67_15_0","10_67_16_0"
"11_67_15_1","10_67_16_1"
"12_67_15_0","11_67_16"
"12_67_15_1","0"
"12_67_15_2","0"
"13_67_15","12_67_16_0"
"14_67_15_0","13_67_16"
"14_67_15_1","0"
"14_67_15_2","0"
"15_67_15","14_67_16_0"
"16_67_15_0","15_67_16_0"
"16_67_15_1","15_67_16_1"
"17_67_15_0","16_67_16_0"
"17_67_15_1","16_67_16_1"
"18_67_15_0","17_67_16"
"18_67_15_1","0"
"19_67_15","18_67_16"
"20_67_15_0","19_67_16_0"
"20_67_15_1","19_67_16_1"
"21_67_15_0","20_67_16_0"
"21_67_15_1","20_67_16_1"
"22_67_15","21_67_16"
"23_67_15","22_67_16_0"
"24_67_15","23_67_16"
"25_67_15","24_67_16"
"26_67_15_0","25_67_16"
"26_67_15_1","0"
"27_67_15","26_67_16_0"
"28_67_15","27_67_16_0"
"29_67_15_0","28_67_16_0"
"29_67_15_1","28_67_16_1"
"30_67_15_0","29_67_16_0"
"30_67_15_1","29_67_16_1"
"31_67_15_0","30_67_16_0"
"31_67_15_1","30_67_16_1"
"32_67_15_0","31_67_16_0"
"32_67_15_1","31_67_16_1"
"32_67_15_2","0"
"33_67_15_0","32_67_16_0"
"33_67_15_1","32_67_16_1"
"34_67_15_0","33_67_16"
"34_67_15_1","0"
"35_67_15","34_67_16"
"36_67_15_0","35_67_16_0"
"36_67_15_1","35_67_16_1"
"37_67_15_0","36_67_16_0"
"37_67_15_1","36_67_16_1"
"38_67_15_0","37_67_16_0"
"38_67_15_1","0"
"39_67_15","38_67_16_0"
"40_67_15","39_67_16"
"41_67_15","40_67_16"
"42_67_15","41_67_16"
"43_67_15","42_67_16"
"44_67_15","43_67_16"
"45_67_15","44_67_16"
"46_67_15","45_67_16"
"47_67_15","46_67_16"
"48_67_15","47_67_16"
"49_67_15","48_67_16"
"50_67_15","49_67_16"
"51_67_15","50_67_16"
"52_67_15","51_67_16"
"53_67_15","52_67_16"
"54_67_15","53_67_16"
"55_67_15","54_67_16"
"56_67_15","55_67_16"
"57_67_15","56_67_16"
"58_67_15","57_67_16"
"59_67_15","58_67_16"
"60_67_15","59_67_16"
"61_67_15","60_67_16"
"62_67_15","61_67_16"
"63_67_15","62_67_16"
"64_67_15","63_67_16"
"65_67_15","64_67_16"
"66_67_15","65_67_16"
"67_67_15","66_67_16"
"68_67_15_0","67_67_16"
"68_67_15_1","0"
"69_67_15","68_67_16_0"
"70_67_15","69_67_16"
"71_67_15","70_67_16"
"72_67_15","71_67_16"
"73_67_15","72_67_16"
"74_67_15","73_67_16"
"75_67_15","74_67_16"
"76_67_15","75_67_16"
"77_67_15","76_67_16"
"78_67_15","77_67_16"
"79_67_15","78_67_16"
"80_67_15","79_67_16"
"81_67_15","80_67_16"
"82_67_15","81_67_16"
"83_67_15","82_67_16"
"84_67_15","83_67_16"
"85_67_15","84_67_16"
"86_67_15","85_67_16"
"87_67_15","86_67_16"
"88_67_15","87_67_16"
"89_67_15","88_67_16"
"90_67_15","89_67_16"
"91_67_15","90_67_16"
"92_67_15","91_67_16"
"93_67_15","92_67_16"
"94_67_15","93_67_16"
"95_67_15","94_67_16"
"96_67_15","95_67_16"
"97_67_15","96_67_16"
"98_67_15","97_67_16"
"99_67_15","98_67_16"
"8_67_16_0","0"
"8_67_16_1","7_67_17_1"
"9_67_16_0","0"
"9_67_16_1","8_67_17_1"
"14_67_16_0","0"
"14_67_16_1","0"
"14_67_16_2","0"
"14_67_16_3","13_67_17_1"
"15_67_16_0","0"
"15_67_16_1","14_67_17_1"
"26_67_16_0","0"
"26_67_16_1","25_67_17_1"
"27_67_16_0","0"
"27_67_16_1","26_67_17_1"
"28_67_16_0","0"
"28_67_16_1","27_67_17_1"
"29_67_16_0","0"
"29_67_16_1","28_67_17_1"
"30_67_16_0","0"
"30_67_16_1","29_67_17_1"
"36_67_16_0","0"
"36_67_16_1","0"
"36_67_16_2","35_67_17_1"
"37_67_16_0","0"
"37_67_16_1","36_67_17_1"
"3_67_17","2_67_18"
"6_67_17_0","0"
"6_67_17_1","5_67_18"
"7_67_17_0","0"
"7_67_17_1","6_67_18_0"
"12_67_17_0","0"
"12_67_17_1","0"
"12_67_17_2","11_67_18"
"13_67_17_0","0"
"13_67_17_1","12_67_18_0"
"24_67_17_0","0"
"24_67_17_1","23_67_18"
"25_67_17_0","0"
"25_67_17_1","24_67_18_0"
"26_67_17_0","0"
"26_67_17_1","25_67_18"
"26_67_17_2","0"
"27_67_17_0","0"
"27_67_17_1","26_67_18_0"
"28_67_17_0","0"
"28_67_17_1","27_67_18"
"4_67_18_0","0"
"4_67_18_1","0"
"4_67_18_2","3_67_19"
"5_67_18","4_67_19"
"10_67_18","9_67_19"
"11_67_18","10_67_19"
"23_67_18","22_67_19_0"
"24_67_18_0","23_67_19"
"24_67_18_1","0"
"25_67_18","24_67_19_0"
"26_67_18_0","25_67_19"
"26_67_18_1","0"
"27_67_18","26_67_19"
"30_67_18","29_67_19"
"8_67_19_0","0"
"8_67_19_1","7_67_20_1"
"9_67_19","8_67_20_1"
"12_67_19_0","0"
"12_67_19_1","11_67_20_1"
"13_67_19","12_67_20_1"
"21_67_19","20_67_20_1"
"22_67_19_0","21_67_20_1"
"22_67_19_1","0"
"23_67_19","22_67_20_1"
"24_67_19_0","23_67_20_1"
"24_67_19_1","0"
"25_67_19","24_67_20_1"
"28_67_19","27_67_20_1"
"29_67_19","28_67_20_1"
"3_67_20","2_67_21"
"6_67_20_0","0"
"6_67_20_1","0"
"6_67_20_2","5_67_21"
"7_67_20_0","0"
"7_67_20_1","6_67_21_0"
"18_67_20_0","0"
"18_67_20_1","17_67_21"
"19_67_20_0","0"
"19_67_20_1","18_67_21_0"
"20_67_20_0","0"
"20_67_20_1","19_67_21"
"21_67_20_0","0"
"21_67_20_1","20_67_21"
"22_67_20_0","0"
"22_67_20_1","21_67_21"
"22_67_20_2","0"
"23_67_20_0","0"
"23_67_20_1","22_67_21"
"28_67_20_0","0"
"28_67_20_1","0"
"28_67_20_2","27_67_21"
"29_67_20_0","0"
"29_67_20_1","28_67_21"
"4_67_21_0","0"
"4_67_21_1","3_67_22"
"5_67_21","4_67_22_0"
"16_67_21","15_67_22"
"17_67_21","16_67_22_0"
"18_67_21_0","17_67_22"
"18_67_21_1","0"
"19_67_21","18_67_22_0"
"20_67_21","19_67_22"
"15_67_22","14_67_23_1"
"16_67_22_0","15_67_23_1"
"16_67_22_1","0"
"17_67_22","16_67_23_1"
"18_67_22_0","17_67_23_1"
"18_67_22_1","0"
"19_67_22","18_67_23_1"
"22_67_22","21_67_23_1"
"4_67_23","3_67_24"
"5_67_23","4_67_24_0"
"7_67_23","6_67_24_0"
"8_67_23","7_67_24"
"9_67_23","8_67_24"
"10_67_23_0","9_67_24"
"10_67_23_1","0"
"10_67_23_2","0"
"11_67_23","10_67_24_0"
"12_67_23","11_67_24_0"
"13_67_23_0","12_67_24_0"
"13_67_23_1","12_67_24_1"
"14_67_23_0","13_67_24_0"
"14_67_23_1","13_67_24_1"
"15_67_23_0","14_67_24_0"
"15_67_23_1","14_67_24_1"
"16_67_23_0","15_67_24_0"
"16_67_23_1","15_67_24_1"
"16_67_23_2","0"
"17_67_23_0","16_67_24_0"
"17_67_23_1","16_67_24_1"
"18_67_23_0","17_67_24"
"18_67_23_1","0"
"19_67_23","18_67_24"
"20_67_23_0","19_67_24_0"
"20_67_23_1","19_67_24_1"
"21_67_23_0","20_67_24_0"
"21_67_23_1","20_67_24_1"
"22_67_23_0","21_67_24_0"
"22_67_23_1","0"
"23_67_23","22_67_24_0"
"24_67_23","23_67_24"
"25_67_23","24_67_24"
"26_67_23","25_67_24"
"27_67_23","26_67_24"
"28_67_23","27_67_24"
"29_67_23","28_67_24"
"30_67_23","29_67_24"
"31_67_23","30_67_24"
"32_67_23","31_67_24"
"33_67_23","32_67_24"
"34_67_23","33_67_24"
"35_67_23","34_67_24"
"36_67_23","35_67_24"
"37_67_23","36_67_24"
"38_67_23","37_67_24"
"39_67_23","38_67_24"
"40_67_23","39_67_24"
"41_67_23","40_67_24"
"42_67_23","41_67_24"
"43_67_23","42_67_24"
"44_67_23","43_67_24"
"45_67_23","44_67_24"
"46_67_23","45_67_24"
"47_67_23","46_67_24"
"48_67_23","47_67_24"
"49_67_23","48_67_24"
"50_67_23","49_67_24"
"51_67_23","50_67_24"
"52_67_23","51_67_24"
"53_67_23","52_67_24"
"54_67_23","53_67_24"
"55_67_23","54_67_24"
"56_67_23","55_67_24"
"57_67_23","56_67_24"
"58_67_23","57_67_24"
"59_67_23","58_67_24"
"60_67_23","59_67_24"
"61_67_23","60_67_24"
"62_67_23","61_67_24"
"63_67_23","62_67_24"
"64_67_23","63_67_24"
"65_67_23","64_67_24"
"66_67_23","65_67_24"
"67_67_23","66_67_24"
"68_67_23_0","67_67_24"
"68_67_23_1","0"
"69_67_23","68_67_24_0"
"70_67_23","69_67_24"
"71_67_23","70_67_24"
"72_67_23","71_67_24"
"73_67_23","72_67_24"
"74_67_23","73_67_24"
"75_67_23","74_67_24"
"76_67_23","75_67_24"
"77_67_23","76_67_24"
"78_67_23","77_67_24"
"79_67_23","78_67_24"
"80_67_23","79_67_24"
"81_67_23","80_67_24"
"82_67_23","81_67_24"
"83_67_23","82_67_24"
"84_67_23","83_67_24"
"85_67_23","84_67_24"
"86_67_23","85_67_24"
"87_67_23","86_67_24"
"88_67_23","87_67_24"
"89_67_23","88_67_24"
"90_67_23","89_67_24"
"91_67_23","90_67_24"
"92_67_23","91_67_24"
"93_67_23","92_67_24"
"94_67_23","93_67_24"
"95_67_23","94_67_24"
"96_67_23","95_67_24"
"97_67_23","96_67_24"
"98_67_23","97_67_24"
"99_67_23","98_67_24"
"4_67_24_0","0"
"4_67_24_1","3_67_25"
"5_67_24","4_67_25_0"
"6_67_24_0","5_67_25"
"6_67_24_1","0"
"7_67_24","6_67_25_0"
"8_67_24","7_67_25"
"9_67_24","8_67_25_0"
"10_67_24_0","9_67_25_0"
"10_67_24_1","9_67_25_1"
"11_67_24_0","10_67_25_0"
"11_67_24_1","10_67_25_1"
"12_67_24_0","11_67_25_0"
"12_67_24_1","11_67_25_1"
"13_67_24_0","12_67_25_0"
"13_67_24_1","12_67_25_1"
"14_67_24_0","13_67_25_0"
